index,name,type_code,type_name,addressable,parent_index,region,area,city,settlement,act_date,url
396611,Алейниково,О,Отделение почтовой связи,1,396669,Воронежская область,Россошанский район,Алейниково,,2000-10-30,https://pochtovyindex.ru/index/396611/
396612,Нижний Карабут,О,Отделение почтовой связи,1,396669,Воронежская область,Россошанский район,Нижний Карабут,,2000-10-30,https://pochtovyindex.ru/index/396612/
396613,Вакуловка,ПЕРЕДВИЖНОЕ ОС,Передвижное отделение связи,0,396669,Воронежская область,Россошанский район,Россошь,,2014-04-11,https://pochtovyindex.ru/index/396613/
396614,Поповка,О,Отделение почтовой связи,1,396669,Воронежская область,Россошанский район,Поповка,,2000-10-30,https://pochtovyindex.ru/index/396614/
396615,Кокаревка,О,Отделение почтовой связи,1,396669,Воронежская область,Россошанский район,Кокаревка,,2000-10-30,https://pochtovyindex.ru/index/396615/
396616,Начало,О,Отделение почтовой связи,1,396669,Воронежская область,Россошанский район,Начало,,2000-10-30,https://pochtovyindex.ru/index/396616/
396617,Украинский,О,Отделение почтовой связи,1,396669,Воронежская область,Россошанский район,Украинский,,2000-10-30,https://pochtovyindex.ru/index/396617/
396620,Подгорное,О,Отделение почтовой связи,1,396669,Воронежская область,Россошанский район,Подгорное,,2000-10-30,https://pochtovyindex.ru/index/396620/
396621,Лизиновка,О,Отделение почтовой связи,1,396669,Воронежская область,Россошанский район,Лизиновка,,2000-10-30,https://pochtovyindex.ru/index/396621/
396622,Екатериновка,О,Отделение почтовой связи,1,396669,Воронежская область,Россошанский район,Екатериновка,,2000-10-30,https://pochtovyindex.ru/index/396622/
396623,Шекаловка,О,Отделение почтовой связи,1,396669,Воронежская область,Россошанский район,Шекаловка,,2000-10-30,https://pochtovyindex.ru/index/396623/
396624,Александровка,О,Отделение почтовой связи,1,396669,Воронежская область,Россошанский район,Александровка,,2000-10-30,https://pochtovyindex.ru/index/396624/
396625,Копенкина,О,Отделение почтовой связи,1,396669,Воронежская область,Россошанский район,Копёнкина,,2023-02-08,https://pochtovyindex.ru/index/396625/
396626,Анцелович,О,Отделение почтовой связи,1,396669,Воронежская область,Россошанский район,Анцелович,,2016-01-13,https://pochtovyindex.ru/index/396626/
396627,Морозовка,О,Отделение почтовой связи,1,396669,Воронежская область,Россошанский район,Морозовка,,2000-10-30,https://pochtovyindex.ru/index/396627/
396630,Евстратовка,О,Отделение почтовой связи,1,396669,Воронежская область,Россошанский район,Евстратовка,,2000-10-30,https://pochtovyindex.ru/index/396630/
396631,Колбинское,О,Отделение почтовой связи,1,396669,Воронежская область,Россошанский район,Колбинка,,2020-04-23,https://pochtovyindex.ru/index/396631/
396632,Терновка,О,Отделение почтовой связи,1,396669,Воронежская область,Россошанский район,Терновка,,2000-10-30,https://pochtovyindex.ru/index/396632/
396633,Старая Калитва,О,Отделение почтовой связи,1,396669,Воронежская область,Россошанский район,Старая Калитва,,2000-10-30,https://pochtovyindex.ru/index/396633/
396634,Кулаковка,О,Отделение почтовой связи,1,396669,Воронежская область,Россошанский район,Кулаковка,,2000-10-30,https://pochtovyindex.ru/index/396634/
396635,Новая Калитва,О,Отделение почтовой связи,1,396669,Воронежская область,Россошанский район,Новая Калитва,,2000-10-30,https://pochtovyindex.ru/index/396635/
396636,Ивановка,О,Отделение почтовой связи,1,396669,Воронежская область,Россошанский район,Ивановка,,2000-10-30,https://pochtovyindex.ru/index/396636/
396637,Первомайское,О,Отделение почтовой связи,1,396669,Воронежская область,Россошанский район,Первомайское,,2000-10-30,https://pochtovyindex.ru/index/396637/
396638,Криничное,О,Отделение почтовой связи,1,396669,Воронежская область,Россошанский район,Криничное,,2000-10-30,https://pochtovyindex.ru/index/396638/
396639,Голубая Криница,О,Отделение почтовой связи,1,396669,Воронежская область,Россошанский район,Голубая Криница,,2000-10-30,https://pochtovyindex.ru/index/396639/
396641,Шрамовка,О,Отделение почтовой связи,1,396669,Воронежская область,Россошанский район,Шрамовка,,2000-10-30,https://pochtovyindex.ru/index/396641/
396642,Еленовка,О,Отделение почтовой связи,1,396669,Воронежская область,Россошанский район,Еленовка,,2000-10-30,https://pochtovyindex.ru/index/396642/
396643,Жилино,О,Отделение почтовой связи,1,396669,Воронежская область,Россошанский район,Жилино,,2000-10-30,https://pochtovyindex.ru/index/396643/
396644,Поддубное,О,Отделение почтовой связи,1,396669,Воронежская область,Россошанский район,Поддубное,,2000-10-30,https://pochtovyindex.ru/index/396644/
396645,Кривоносово,О,Отделение почтовой связи,1,396669,Воронежская область,Россошанский район,Кривоносово,,2000-10-30,https://pochtovyindex.ru/index/396645/
396646,Цапково,О,Отделение почтовой связи,1,396669,Воронежская область,Россошанский район,Цапково,,2000-10-30,https://pochtovyindex.ru/index/396646/
396647,Стеценково,О,Отделение почтовой связи,1,396669,Воронежская область,Россошанский район,Стеценково,,2000-10-30,https://pochtovyindex.ru/index/396647/
396648,Россошь Уооп Пк,ТИ,Технический индекс,0,396667,Воронежская область,Россошанский район,Россошь,,2023-08-31,https://pochtovyindex.ru/index/396648/
396649,Россошь Уооп Приоритет,ТИ,Технический индекс,0,396667,Воронежская область,Россошанский район,Россошь,,2023-08-31,https://pochtovyindex.ru/index/396649/
396650,Россошь,О,Отделение почтовой связи,1,396669,Воронежская область,Россошанский район,Россошь,,2008-03-20,https://pochtovyindex.ru/index/396650/
396651,Россошь 1,О,Отделение почтовой связи,1,396669,Воронежская область,Россошанский район,Россошь,,2000-10-30,https://pochtovyindex.ru/index/396651/
396653,Россошь 3,О,Отделение почтовой связи,1,396669,Воронежская область,Россошанский район,Россошь,,2000-10-30,https://pochtovyindex.ru/index/396653/
396655,Россошь 5,О,Отделение почтовой связи,1,396669,Воронежская область,Россошанский район,Россошь,,2000-10-30,https://pochtovyindex.ru/index/396655/
396656,Россошь 6,О,Отделение почтовой связи,1,396669,Воронежская область,Россошанский район,Россошь,,2000-10-30,https://pochtovyindex.ru/index/396656/
396657,Россошь 7,О,Отделение почтовой связи,1,396669,Воронежская область,Россошанский район,Россошь,,2000-10-30,https://pochtovyindex.ru/index/396657/
396658,Россошь 8,О,Отделение почтовой связи,1,396669,Воронежская область,Россошанский район,Россошь,,2000-10-30,https://pochtovyindex.ru/index/396658/
396659,Россошь 9,О,Отделение почтовой связи,1,396669,Воронежская область,Россошанский район,Россошь,,2000-10-30,https://pochtovyindex.ru/index/396659/
396660,Россошь 10,О,Отделение почтовой связи,1,396669,Воронежская область,Россошанский район,Россошь,,2000-10-30,https://pochtovyindex.ru/index/396660/
396666,Россошь Участок Хранения Нно,УННО,УННО,0,396669,Воронежская область,Россошанский район,Россошь,,2025-04-21,https://pochtovyindex.ru/index/396666/
396667,Россошь Уооп,УООП,УООП,0,396669,Воронежская область,Россошанский район,Россошь,,2024-05-13,https://pochtovyindex.ru/index/396667/
396668,Россошь Почтамт Склад Тмц,СКЛАД ТМЦ,Склад,0,396669,Воронежская область,Россошанский район,Россошь,,2020-12-07,https://pochtovyindex.ru/index/396668/
396669,Россошь Почтамт,П,Почтамт,1,394700,Воронежская область,Россошанский район,Россошь,,2008-03-20,https://pochtovyindex.ru/index/396669/
396670,Ольховатка,О,Отделение почтовой связи,1,396669,Воронежская область,Ольховатский район,Ольховатка,,2011-10-04,https://pochtovyindex.ru/index/396670/
396673,Караяшник,О,Отделение почтовой связи,1,396669,Воронежская область,Ольховатский район,Караяшник,,2011-10-04,https://pochtovyindex.ru/index/396673/
396674,Юрасовка,О,Отделение почтовой связи,1,396669,Воронежская область,Ольховатский район,Юрасовка,,2011-10-04,https://pochtovyindex.ru/index/396674/
396675,Копаная 1-я,О,Отделение почтовой связи,1,396669,Воронежская область,Ольховатский район,Копаная 1-я,,2016-01-13,https://pochtovyindex.ru/index/396675/
396676,Лимарев,О,Отделение почтовой связи,1,396669,Воронежская область,Ольховатский район,Лимарев,,2011-10-04,https://pochtovyindex.ru/index/396676/
396677,Дроздово,О,Отделение почтовой связи,1,396669,Воронежская область,Ольховатский район,Дроздово,,2011-10-04,https://pochtovyindex.ru/index/396677/
396678,Постоялый,О,Отделение почтовой связи,1,396669,Воронежская область,Ольховатский район,Постоялый,,2011-10-04,https://pochtovyindex.ru/index/396678/
396679,Шапошниковка,О,Отделение почтовой связи,1,396669,Воронежская область,Ольховатский район,Шапошниковка,,2011-10-04,https://pochtovyindex.ru/index/396679/
396680,Неровновка,О,Отделение почтовой связи,1,396669,Воронежская область,Ольховатский район,Неровновка,,2011-10-04,https://pochtovyindex.ru/index/396680/
396681,Костово,О,Отделение почтовой связи,1,396669,Воронежская область,Ольховатский район,Костово,,2011-10-04,https://pochtovyindex.ru/index/396681/
396682,Марьевка,О,Отделение почтовой связи,1,396669,Воронежская область,Ольховатский район,Марьевка,,2011-10-04,https://pochtovyindex.ru/index/396682/
396683,Назаровка,О,Отделение почтовой связи,1,396669,Воронежская область,Ольховатский район,Назаровка,,2011-10-04,https://pochtovyindex.ru/index/396683/
396684,Марченковка,О,Отделение почтовой связи,1,396669,Воронежская область,Ольховатский район,Марченковка,,2011-10-04,https://pochtovyindex.ru/index/396684/
396685,Большие Базы,О,Отделение почтовой связи,1,396669,Воронежская область,Ольховатский район,Большие Базы,,2011-10-04,https://pochtovyindex.ru/index/396685/
396686,Новокараяшник,О,Отделение почтовой связи,1,396669,Воронежская область,Ольховатский район,Новокараяшник,,2011-10-04,https://pochtovyindex.ru/index/396686/
396687,Родина Героя,О,Отделение почтовой связи,1,396669,Воронежская область,Ольховатский район,Родина Героя,,2011-10-04,https://pochtovyindex.ru/index/396687/
396688,Андриановка,О,Отделение почтовой связи,1,396669,Воронежская область,Ольховатский район,Андриановка,,2011-10-04,https://pochtovyindex.ru/index/396688/
396691,Заболотовка,О,Отделение почтовой связи,1,396669,Воронежская область,Ольховатский район,Заболотовка,,2011-10-04,https://pochtovyindex.ru/index/396691/
396692,Новохарьковка,О,Отделение почтовой связи,1,396669,Воронежская область,Ольховатский район,Новохарьковка,,2011-10-04,https://pochtovyindex.ru/index/396692/
396700,Митрофановка,О,Отделение почтовой связи,1,396799,Воронежская область,Кантемировский район,Митрофановка,,2023-03-31,https://pochtovyindex.ru/index/396700/
396701,Касьяновка,О,Отделение почтовой связи,1,396799,Воронежская область,Кантемировский район,Касьяновка,,2023-03-31,https://pochtovyindex.ru/index/396701/
396702,Новомарковка,О,Отделение почтовой связи,1,396799,Воронежская область,Кантемировский район,Новомарковка,,2023-03-31,https://pochtovyindex.ru/index/396702/
396703,Бугаевка,О,Отделение почтовой связи,1,396799,Воронежская область,Кантемировский район,Бугаевка,,2023-03-31,https://pochtovyindex.ru/index/396703/
396704,Бугаевка-Вторая,О,Отделение почтовой связи,1,396799,Воронежская область,Кантемировский район,Бугаевка,,2023-03-31,https://pochtovyindex.ru/index/396704/
396706,Колещатовка,О,Отделение почтовой связи,1,396799,Воронежская область,Кантемировский район,Колещатовка,,2023-03-31,https://pochtovyindex.ru/index/396706/
396708,Кантемировка Уооп Пк,ТИ,Технический индекс,0,396727,Воронежская область,Кантемировский район,Кантемировка,,2023-08-31,https://pochtovyindex.ru/index/396708/
396709,Кантемировка Уооп Приоритет,ТИ,Технический индекс,0,396727,Воронежская область,Кантемировский район,Кантемировка,,2023-08-31,https://pochtovyindex.ru/index/396709/
396710,Михайловка,О,Отделение почтовой связи,1,396799,Воронежская область,Кантемировский район,Михайловка,,2023-03-31,https://pochtovyindex.ru/index/396710/
396711,Соленый,О,Отделение почтовой связи,1,396799,Воронежская область,Кантемировский район,Солёный,,2024-11-26,https://pochtovyindex.ru/index/396711/
396712,Шевченково,О,Отделение почтовой связи,1,396799,Воронежская область,Кантемировский район,Шевченково,,2023-03-31,https://pochtovyindex.ru/index/396712/
396713,Фисенково,О,Отделение почтовой связи,1,396799,Воронежская область,Кантемировский район,Фисенково,,2023-03-31,https://pochtovyindex.ru/index/396713/
396714,Куликовка,О,Отделение почтовой связи,1,396799,Воронежская область,Кантемировский район,Куликовка,,2023-03-31,https://pochtovyindex.ru/index/396714/
396715,Бондарево,О,Отделение почтовой связи,1,396799,Воронежская область,Кантемировский район,Бондарево,,2023-03-31,https://pochtovyindex.ru/index/396715/
396716,Волоконовка,О,Отделение почтовой связи,1,396799,Воронежская область,Кантемировский район,Волоконовка,,2023-03-31,https://pochtovyindex.ru/index/396716/
396717,Новобелая,О,Отделение почтовой связи,1,396799,Воронежская область,Кантемировский район,Новобелая,,2023-03-31,https://pochtovyindex.ru/index/396717/
396718,Валентиновка,О,Отделение почтовой связи,1,396799,Воронежская область,Кантемировский район,Валентиновка,,2023-03-31,https://pochtovyindex.ru/index/396718/
396719,Кантемировка Атп,АТП,АТП,0,394700,Воронежская область,Кантемировский район,Кантемировка,,2024-06-17,https://pochtovyindex.ru/index/396719/
396720,Журавка,О,Отделение почтовой связи,1,396799,Воронежская область,Кантемировский район,Журавка,,2023-03-31,https://pochtovyindex.ru/index/396720/
396721,Евдокиевка,О,Отделение почтовой связи,1,396799,Воронежская область,Кантемировский район,Евдокиевка,,2023-03-31,https://pochtovyindex.ru/index/396721/
396722,Софиевка,О,Отделение почтовой связи,1,396799,Воронежская область,Кантемировский район,Софиевка,,2023-03-31,https://pochtovyindex.ru/index/396722/
396725,Гармашевка,О,Отделение почтовой связи,1,396799,Воронежская область,Кантемировский район,Гармашевка,,2023-03-31,https://pochtovyindex.ru/index/396725/
396726,Кантемировка Участок Хранения Нно,УННО,УННО,0,396799,Воронежская область,Кантемировский район,Кантемировка,,2025-04-21,https://pochtovyindex.ru/index/396726/
396727,Кантемировка Уооп,УООП,УООП,0,396799,Воронежская область,Кантемировский район,Кантемировка,,2024-05-13,https://pochtovyindex.ru/index/396727/
396728,Богучар Почтамт Склад Тмц №1,СКЛАД ТМЦ,Склад,0,396799,Воронежская область,Кантемировский район,Кантемировка,,2020-12-07,https://pochtovyindex.ru/index/396728/
396729,Кантемировка Почтамт,П,Почтамт,1,394700,Воронежская область,Кантемировский район,Кантемировка,,2008-03-20,https://pochtovyindex.ru/index/396729/
396730,Кантемировка,О,Отделение почтовой связи,1,396799,Воронежская область,Кантемировский район,Кантемировка,,2023-03-31,https://pochtovyindex.ru/index/396730/
396731,Кантемировка 1,О,Отделение почтовой связи,1,396799,Воронежская область,Кантемировский район,Кантемировка,,2023-03-31,https://pochtovyindex.ru/index/396731/
396732,Кантемировка 2,О,Отделение почтовой связи,1,396799,Воронежская область,Кантемировский район,Кантемировка,,2023-03-31,https://pochtovyindex.ru/index/396732/
396735,Смаглеевка,О,Отделение почтовой связи,1,396799,Воронежская область,Кантемировский район,Смаглеевка,,2023-03-31,https://pochtovyindex.ru/index/396735/
396737,Талы,О,Отделение почтовой связи,1,396799,Воронежская область,Кантемировский район,Талы,,2023-03-31,https://pochtovyindex.ru/index/396737/
396738,Кантемировка,ТК,ТК,0,396799,Воронежская область,Кантемировский район,Кантемировка,,2023-03-24,https://pochtovyindex.ru/index/396738/
396739,Писаревка,О,Отделение почтовой связи,1,396799,Воронежская область,Кантемировский район,Писаревка,,2023-03-31,https://pochtovyindex.ru/index/396739/
396740,Новопавловка,О,Отделение почтовой связи,1,396799,Воронежская область,Кантемировский район,Новопавловка,,2023-03-31,https://pochtovyindex.ru/index/396740/
396741,Рудаевка,О,Отделение почтовой связи,1,396799,Воронежская область,Кантемировский район,Рудаевка,,2023-03-31,https://pochtovyindex.ru/index/396741/
396742,Титаревка,О,Отделение почтовой связи,1,396799,Воронежская область,Кантемировский район,Титаревка,,2023-03-31,https://pochtovyindex.ru/index/396742/
396743,Коваленковский,О,Отделение почтовой связи,1,396799,Воронежская область,Кантемировский район,Коваленковский,,2023-03-31,https://pochtovyindex.ru/index/396743/
396744,Кузнецовский,О,Отделение почтовой связи,1,396799,Воронежская область,Кантемировский район,Кузнецовский,,2023-03-31,https://pochtovyindex.ru/index/396744/
396745,Осиковка,О,Отделение почтовой связи,1,396799,Воронежская область,Кантемировский район,Осиковка,,2023-03-31,https://pochtovyindex.ru/index/396745/
396748,Зайцевка,О,Отделение почтовой связи,1,396799,Воронежская область,Кантемировский район,Зайцевка,,2023-03-31,https://pochtovyindex.ru/index/396748/
396749,Скнаровка,О,Отделение почтовой связи,1,396799,Воронежская область,Кантемировский район,Скнаровка,,2023-03-31,https://pochtovyindex.ru/index/396749/
396751,Поповка,О,Отделение почтовой связи,1,396799,Воронежская область,Богучарский район,Поповка,,2000-10-30,https://pochtovyindex.ru/index/396751/
396752,Луговое,О,Отделение почтовой связи,1,396799,Воронежская область,Богучарский район,Луговое,,2000-10-30,https://pochtovyindex.ru/index/396752/
396753,Твердохлебовка,О,Отделение почтовой связи,1,396799,Воронежская область,Богучарский район,Твердохлебовка,,2000-10-30,https://pochtovyindex.ru/index/396753/
396754,Вишневый,О,Отделение почтовой связи,1,396799,Воронежская область,Богучарский район,Вишнёвый,,2023-02-08,https://pochtovyindex.ru/index/396754/
396755,Данцевка,О,Отделение почтовой связи,1,396799,Воронежская область,Богучарский район,Данцевка,,2000-10-30,https://pochtovyindex.ru/index/396755/
396756,Купянка,О,Отделение почтовой связи,1,396799,Воронежская область,Богучарский район,Купянка,,2000-10-30,https://pochtovyindex.ru/index/396756/
396757,Полтавка,О,Отделение почтовой связи,1,396799,Воронежская область,Богучарский район,Полтавка,,2000-10-30,https://pochtovyindex.ru/index/396757/
396758,Радченское,О,Отделение почтовой связи,1,396799,Воронежская область,Богучарский район,Радченское,,2000-10-30,https://pochtovyindex.ru/index/396758/
396759,Травкино,О,Отделение почтовой связи,1,396799,Воронежская область,Богучарский район,Травкино,,2003-01-23,https://pochtovyindex.ru/index/396759/
396760,Липчанка,О,Отделение почтовой связи,1,396799,Воронежская область,Богучарский район,Липчанка,,2000-10-30,https://pochtovyindex.ru/index/396760/
396761,Варваровка,О,Отделение почтовой связи,1,396799,Воронежская область,Богучарский район,Варваровка,,2000-10-30,https://pochtovyindex.ru/index/396761/
396762,Шуриновка,О,Отделение почтовой связи,1,396799,Воронежская область,Богучарский район,Шуриновка,,2000-10-30,https://pochtovyindex.ru/index/396762/
396763,Лебединка,О,Отделение почтовой связи,1,396799,Воронежская область,Богучарский район,Лебединка,,2000-10-30,https://pochtovyindex.ru/index/396763/
396764,Новоникольск,О,Отделение почтовой связи,1,396799,Воронежская область,Богучарский район,Новоникольск,,2000-10-30,https://pochtovyindex.ru/index/396764/
396766,Криница,О,Отделение почтовой связи,1,396799,Воронежская область,Богучарский район,Криница,,2000-10-30,https://pochtovyindex.ru/index/396766/
396769,Плесновка,О,Отделение почтовой связи,1,396799,Воронежская область,Богучарский район,Плесновка,,2000-10-30,https://pochtovyindex.ru/index/396769/
396770,Дьяченково,О,Отделение почтовой связи,1,396799,Воронежская область,Богучарский район,Дьяченково,,2000-10-30,https://pochtovyindex.ru/index/396770/
396771,Дубрава,О,Отделение почтовой связи,1,396799,Воронежская область,Богучарский район,Дубрава,,2004-10-11,https://pochtovyindex.ru/index/396771/
396772,Монастырщина,О,Отделение почтовой связи,1,396799,Воронежская область,Богучарский район,Монастырщина,,2000-10-30,https://pochtovyindex.ru/index/396772/
396773,Сухой Донец,О,Отделение почтовой связи,1,396799,Воронежская область,Богучарский район,Сухой Донец,,2000-10-30,https://pochtovyindex.ru/index/396773/
396775,Красногоровка,О,Отделение почтовой связи,1,396799,Воронежская область,Богучарский район,Красногоровка,,2000-10-30,https://pochtovyindex.ru/index/396775/
396776,Терешково,О,Отделение почтовой связи,1,396799,Воронежская область,Богучарский район,Терешково,,2000-10-30,https://pochtovyindex.ru/index/396776/
396777,Южный,О,Отделение почтовой связи,1,396799,Воронежская область,Богучарский район,Южный,,2003-01-23,https://pochtovyindex.ru/index/396777/
396778,Абросимово,О,Отделение почтовой связи,1,396799,Воронежская область,Богучарский район,Абросимово,,2000-10-30,https://pochtovyindex.ru/index/396778/
396779,Лофицкое,О,Отделение почтовой связи,1,396799,Воронежская область,Богучарский район,Лофицкое,,2000-10-30,https://pochtovyindex.ru/index/396779/
396780,Филоново,О,Отделение почтовой связи,1,396799,Воронежская область,Богучарский район,Филоново,,2000-10-30,https://pochtovyindex.ru/index/396780/
396781,Журавка,О,Отделение почтовой связи,1,396799,Воронежская область,Богучарский район,Журавка,,2000-10-30,https://pochtovyindex.ru/index/396781/
396782,Грушовое,О,Отделение почтовой связи,1,396799,Воронежская область,Богучарский район,Грушовое,,2000-10-30,https://pochtovyindex.ru/index/396782/
396783,Галиевка,О,Отделение почтовой связи,1,396799,Воронежская область,Богучарский район,Галиёвка,,2020-04-23,https://pochtovyindex.ru/index/396783/
396784,Залиман,О,Отделение почтовой связи,1,396799,Воронежская область,Богучарский район,Залиман,,2000-10-30,https://pochtovyindex.ru/index/396784/
396785,Богучар Уооп Пк,ТИ,Технический индекс,0,396797,Воронежская область,Богучарский район,Богучар,,2023-08-31,https://pochtovyindex.ru/index/396785/
396786,Богучар Уооп Приоритет,ТИ,Технический индекс,0,396797,Воронежская область,Богучарский район,Богучар,,2023-08-31,https://pochtovyindex.ru/index/396786/
396787,Богучар Атп,АТП,АТП,0,394700,Воронежская область,Богучарский район,Богучар,,2024-06-17,https://pochtovyindex.ru/index/396787/
396788,Подколодновка,О,Отделение почтовой связи,1,396799,Воронежская область,Богучарский район,Подколодновка,,2000-10-30,https://pochtovyindex.ru/index/396788/
396789,Старотолучеево,О,Отделение почтовой связи,1,396799,Воронежская область,Богучарский район,Старотолучеево,,2000-10-30,https://pochtovyindex.ru/index/396789/
396790,Богучар,О,Отделение почтовой связи,1,396799,Воронежская область,Богучарский район,Богучар,,2008-03-20,https://pochtovyindex.ru/index/396790/
396791,Богучар 1,О,Отделение почтовой связи,1,396799,Воронежская область,Богучарский район,Богучар,,2000-10-30,https://pochtovyindex.ru/index/396791/
396792,Богучар 2,О,Отделение почтовой связи,1,396799,Воронежская область,Богучарский район,Богучар,,2018-05-30,https://pochtovyindex.ru/index/396792/
396796,Богучар Участок Хранения Нно,УННО,УННО,0,396799,Воронежская область,Богучарский район,Богучар,,2025-04-21,https://pochtovyindex.ru/index/396796/
396797,Богучар Уооп,УООП,УООП,0,396799,Воронежская область,Богучарский район,Богучар,,2024-05-13,https://pochtovyindex.ru/index/396797/
396798,Богучар Почтамт Склад Тмц №2,СКЛАД ТМЦ,Склад,0,396799,Воронежская область,Богучарский район,Богучар,,2020-12-07,https://pochtovyindex.ru/index/396798/
396799,Богучар Почтамт,П,Почтамт,1,394700,Воронежская область,Богучарский район,Богучар,,2008-03-20,https://pochtovyindex.ru/index/396799/
396812,Новогремяченское,О,Отделение почтовой связи,1,396959,Воронежская область,Хохольский район,Новогремяченское,,2017-10-31,https://pochtovyindex.ru/index/396812/
396813,Гремячье,О,Отделение почтовой связи,1,396959,Воронежская область,Хохольский район,Гремячье,,2017-10-31,https://pochtovyindex.ru/index/396813/
396814,Ивановка,О,Отделение почтовой связи,1,396959,Воронежская область,Хохольский район,Ивановка,,2017-10-31,https://pochtovyindex.ru/index/396814/
396815,Костенки,О,Отделение почтовой связи,1,396959,Воронежская область,Хохольский район,Костёнки,,2024-11-26,https://pochtovyindex.ru/index/396815/
396816,Борщево,О,Отделение почтовой связи,1,396959,Воронежская область,Хохольский район,Хохольский,,2026-04-15,https://pochtovyindex.ru/index/396816/
396817,Архангельское,О,Отделение почтовой связи,1,396959,Воронежская область,Хохольский район,Архангельское,,2017-10-31,https://pochtovyindex.ru/index/396817/
396818,Яблочное,О,Отделение почтовой связи,1,396959,Воронежская область,Хохольский район,Яблочное,,2017-10-31,https://pochtovyindex.ru/index/396818/
396819,Оськино,О,Отделение почтовой связи,1,396959,Воронежская область,Хохольский район,Оськино,,2017-10-31,https://pochtovyindex.ru/index/396819/
396820,Рудкино,О,Отделение почтовой связи,1,396959,Воронежская область,Хохольский район,Хохольский,,2026-04-15,https://pochtovyindex.ru/index/396820/
396821,Дмитриевка,О,Отделение почтовой связи,1,396959,Воронежская область,Хохольский район,Дмитриевка,,2017-10-31,https://pochtovyindex.ru/index/396821/
396830,Хохол,О,Отделение почтовой связи,1,396959,Воронежская область,Хохольский район,Хохол,,2017-10-31,https://pochtovyindex.ru/index/396830/
396831,Хохол 1,О,Отделение почтовой связи,1,396959,Воронежская область,Хохольский район,Хохол,,2017-10-31,https://pochtovyindex.ru/index/396831/
396832,Хохол 2,О,Отделение почтовой связи,1,396959,Воронежская область,Хохольский район,Хохол,,2017-10-31,https://pochtovyindex.ru/index/396832/
396835,Опытная Станция,О,Отделение почтовой связи,1,396959,Воронежская область,Хохольский район,Опытной Станции Вниик,,2020-04-23,https://pochtovyindex.ru/index/396835/
396836,Орловка,О,Отделение почтовой связи,1,396959,Воронежская область,Хохольский район,Орловка,,2017-10-31,https://pochtovyindex.ru/index/396836/
396837,Петино,О,Отделение почтовой связи,1,396959,Воронежская область,Хохольский район,Хохольский,,2026-04-15,https://pochtovyindex.ru/index/396837/
396838,Устье,О,Отделение почтовой связи,1,396959,Воронежская область,Хохольский район,Устье,,2017-10-31,https://pochtovyindex.ru/index/396838/
396840,Хохольский,О,Отделение почтовой связи,1,396959,Воронежская область,Хохольский район,Хохольский,,2017-10-31,https://pochtovyindex.ru/index/396840/
396841,Хохольский 1,О,Отделение почтовой связи,1,396959,Воронежская область,Хохольский район,Хохольский,,2017-10-31,https://pochtovyindex.ru/index/396841/
396843,Еманча-Первая,О,Отделение почтовой связи,1,396959,Воронежская область,Хохольский район,Еманча 1-я,,2017-10-31,https://pochtovyindex.ru/index/396843/
396851,Староникольское,О,Отделение почтовой связи,1,396959,Воронежская область,Хохольский район,Староникольское,,2017-10-31,https://pochtovyindex.ru/index/396851/
396852,Верхненикольское,О,Отделение почтовой связи,1,396959,Воронежская область,Хохольский район,Верхненикольское,,2017-10-31,https://pochtovyindex.ru/index/396852/
396853,Никольское-На-Еманче,О,Отделение почтовой связи,1,396959,Воронежская область,Хохольский район,Никольское-На-Еманче,,2017-10-31,https://pochtovyindex.ru/index/396853/
396854,Семидесятное,О,Отделение почтовой связи,1,396959,Воронежская область,Хохольский район,Семидесятное,,2017-10-31,https://pochtovyindex.ru/index/396854/
396855,Кочетовка,О,Отделение почтовой связи,1,396959,Воронежская область,Хохольский район,Кочетовка,,2017-10-31,https://pochtovyindex.ru/index/396855/
396856,Еманча-Вторая,О,Отделение почтовой связи,1,396959,Воронежская область,Хохольский район,Парничный,,2020-04-23,https://pochtovyindex.ru/index/396856/
396860,Нижнедевицк,О,Отделение почтовой связи,1,396959,Воронежская область,Нижнедевицкий район,Нижнедевицк,,2016-01-14,https://pochtovyindex.ru/index/396860/
396861,Новая Ольшанка,О,Отделение почтовой связи,1,396959,Воронежская область,Нижнедевицкий район,Нижнедевицк,,2026-04-15,https://pochtovyindex.ru/index/396861/
396862,Нижнедевицкий Совхоз,О,Отделение почтовой связи,1,396959,Воронежская область,Нижнедевицкий район,Нижнедевицк,,2026-04-15,https://pochtovyindex.ru/index/396862/
396863,Кучугуры,О,Отделение почтовой связи,1,396959,Воронежская область,Нижнедевицкий район,Кучугуры,,2004-06-22,https://pochtovyindex.ru/index/396863/
396870,Нижнедевицк,О,Отделение почтовой связи,1,396959,Воронежская область,Нижнедевицкий район,Нижнедевицк,,2004-06-22,https://pochtovyindex.ru/index/396870/
396875,Курбатово,О,Отделение почтовой связи,1,396959,Воронежская область,Нижнедевицкий район,Курбатово,,2004-06-22,https://pochtovyindex.ru/index/396875/
396876,Андреевка,О,Отделение почтовой связи,1,396959,Воронежская область,Нижнедевицкий район,Нижнедевицк,,2026-04-15,https://pochtovyindex.ru/index/396876/
396880,Глазово,О,Отделение почтовой связи,1,396959,Воронежская область,Нижнедевицкий район,Глазово,,2004-06-22,https://pochtovyindex.ru/index/396880/
